Survey Year,Institution Name,Classification Name,Football Total Revenue,Not Allocated by Gender/Sport Revenue,Grand Total Revenue
2012,Oregon State University,NCAA Division I-A,30555875,15648113,60193022
2012,Pennsylvania State University-Main Campus,NCAA Division I-A,58722182,22061641,104751468
2012,Purdue University-Main Campus,NCAA Division I-A,20215316,36737809,74481250
2012,Rice University,NCAA Division I-A,10729593,5689822,32294612
2012,Rutgers University-New Brunswick,NCAA Division I-A,19522057,31004185,71851419
2012,San Diego State University,NCAA Division I-A,10177368,12742891,42380968
2012,San Jose State University,NCAA Division I-A,7575660,8802952,25854038
2012,Southern Methodist University,NCAA Division I-A,14586736,14446983,52029002
2012,Stanford University,NCAA Division I-A,24839939,36971928,90490234
2012,Syracuse University,NCAA Division I-A,33213622,1250182,76329618
2012,Temple University,NCAA Division I-A,13182525,13259278,41558322
2012,Texas A & M University-College Station,NCAA Division I-A,53800924,5311105,78530133
2012,Texas Christian University,NCAA Division I-A,32464146,11422021,71932668
2012,Texas State University-San Marcos,NCAA Division I-A,5633155,17024016,30469793
2012,Texas Tech University,NCAA Division I-A,34580384,17395405,62087832
2012,The University of Alabama,NCAA Division I-A,88660439,33971231,143393059
2012,The University of Tennessee,NCAA Division I-A,55359423,30438166,109925351
2012,The University of Texas at Austin,NCAA Division I-A,109400688,27323097,165691486
2012,The University of Texas at El Paso,NCAA Division I-A,11758692,1025963,25723452
2012,The University of Texas at San Antonio,NCAA Division I-AA,6244125,9166157,24828401
2012,Troy University,NCAA Division I-A,6678290,3544005,17452843
2012,Tulane University of Louisiana,NCAA Division I-A,10382497,6224680,29441104
2012,University at Buffalo,NCAA Division I-A,6480242,10686345,28661287
2012,University of Akron Main Campus,NCAA Division I-A,6785813,9275625,26479926
2012,University of Alabama at Birmingham,NCAA Division I-A,7241632,8417449,27430624
2012,University of Arizona,NCAA Division I-A,28415445,7648624,66327515
2012,University of Arkansas,NCAA Division I-A,61492925,18015514,99769099
2012,University of California-Berkeley,NCAA Division I-A,37660430,31646698,91815125
2012,University of California-Los Angeles,NCAA Division I-A,35656834,26687249,83926720
2012,University of Central Florida,NCAA Division I-A,14712259,19729758,41957141
2012,University of Cincinnati-Main Campus,NCAA Division I-A,16458502,11453631,45065244
2012,University of Colorado Boulder,NCAA Division I-A,30547707,29993746,66327498
2012,University of Connecticut,NCAA Division I-A,11142560,39840157,63374981
2012,University of Florida,NCAA Division I-A,74820287,32522037,129505644
2012,University of Georgia,NCAA Division I-A,77594300,3973741,98120889
2012,University of Hawaii at Manoa,NCAA Division I-A,6128817,20380570,33971200
2012,University of Houston,NCAA Division I-A,8513411,15736041,35514862
2012,University of Idaho,NCAA Division I-A,5607850,3068604,14840070
2012,University of Illinois at Urbana-Champaign,NCAA Division I-A,29267805,8166929,65967262
2012,University of Iowa,NCAA Division I-A,55648679,36538464,106703779
2012,University of Kansas,NCAA Division I-A,20949893,55395742,93114168
2012,University of Kentucky,NCAA Division I-A,30526981,30311525,86570579
2012,University of Louisiana at Lafayette,NCAA Division I-A,6780170,3237027,17257822
2012,University of Louisiana-Monroe,NCAA Division I-A,3277727,1944308,9194173
2012,University of Louisville,NCAA Division I-A,28069712,22488204,96193329
2012,University of Maryland-College Park,NCAA Division I-A,16480601,20946807,58107950
2012,University of Massachusetts Amherst,NCAA Division I-A,6926665,6400895,28659514
2012,University of Memphis,NCAA Division I-A,11253801,11574161,43148158
2012,University of Miami,NCAA Division I-A,29986463,20413881,67253273
2012,University of Michigan-Ann Arbor,NCAA Division I-A,81475191,18751230,122742252
2012,University of Minnesota-Twin Cities,NCAA Division I-A,36028193,37049810,98203198
2012,University of Mississippi,NCAA Division I-A,41136644,12873394,66233842
2012,University of Missouri-Columbia,NCAA Division I-A,28792306,12996059,71149002
2012,University of Nebraska-Lincoln,NCAA Division I-A,55866615,18074664,86916001
2012,University of Nevada-Las Vegas,NCAA Division I-A,7482961,4852123,32288243
2012,University of Nevada-Reno,NCAA Division I-A,6026259,7010585,25404564
2012,University of New Mexico-Main Campus,NCAA Division I-A,7808217,7322530,32146734
2012,University of North Carolina at Chapel Hill,NCAA Division I-A,31481105,17042228,78141093
2012,University of North Carolina at Charlotte,NCAA Division I-AA,2777987,7886007,20318827
2012,University of North Texas,NCAA Division I-A,8243195,7790405,25910370
2012,University of Notre Dame,NCAA Division I-A,78349132,20502076,108509683
2012,University of Oklahoma Norman Campus,NCAA Division I-A,69647986,39852373,123805661
2012,University of Oregon,NCAA Division I-A,53982076,16552434,81374469
2012,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,19140812,11247624,57606235
2012,University of South Alabama,NCAA Division I-A,5764473,2530551,16328668
2012,University of South Carolina-Columbia,NCAA Division I-A,49266878,29546377,90484422
2012,University of South Florida-Main Campus,NCAA Division I-A,16295130,21966687,45102784
2012,University of Southern California,NCAA Division I-A,43809684,27855552,97802254
2012,University of Southern Mississippi,NCAA Division I-A,7346830,4520893,19667859
2012,University of Toledo,NCAA Division I-A,7758549,6783980,23654142
2012,University of Tulsa,NCAA Division I-A,10992018,5379666,32541245
2012,University of Utah,NCAA Division I-A,27640267,17066681,51792903
2012,University of Virginia-Main Campus,NCAA Division I-A,21521178,24893053,84402712
2012,University of Washington-Seattle Campus,NCAA Division I-A,56379534,10713909,85072886
2012,University of Wisconsin-Madison,NCAA Division I-A,50641993,42309262,146366405
2012,University of Wyoming,NCAA Division I-A,7802981,12246599,29731941
2012,Utah State University,NCAA Division I-A,6683787,8881999,24446189
2012,Vanderbilt University,NCAA Division I-A,22628642,10161130,61122469
2012,Virginia Polytechnic Institute and State University,NCAA Division I-A,38669555,12536984,69845483
2012,Wake Forest University,NCAA Division I-A,15143335,11896320,48830266
2012,Washington State University,NCAA Division I-A,26926755,10438493,50154279
2012,West Virginia University,NCAA Division I-A,26190883,27340997,77706696
2012,Western Kentucky University,NCAA Division I-A,6406881,9613718,26109720
2012,Western Michigan University,NCAA Division I-A,7482419,6760423,25458301
2013,Appalachian State University,NCAA Division I-A,4300047,6758674,18870959
2013,Arizona State University-Tempe,NCAA Division I-A,48982647,12012928,72775808
2013,Arkansas State University-Main Campus,NCAA Division I-A,5936094,2182985,14425938
2013,Auburn University,NCAA Division I-A,49639256,31433797,120699075
2013,Ball State University,NCAA Division I-A,6510050,8333331,25245448
2013,Baylor University,NCAA Division I-A,28317369,25998476,86929398
2013,Boise State University,NCAA Division I-A,18976831,9035403,34905385
2013,Boston College,NCAA Division I-A,23991382,17220958,65229918
2013,Bowling Green State University-Main Campus,NCAA Division I-A,6409892,6170500,22387273
2013,Brigham Young University-Provo,NCAA Division I-A,22212731,16377326,60124096
2013,California State University-Fresno,NCAA Division I-A,11151315,10534822,34279160
2013,Central Michigan University,NCAA Division I-A,5872226,12818339,28611762
2013,Clemson University,NCAA Division I-A,42427250,16278614,73791753
2013,Colorado State University-Fort Collins,NCAA Division I-A,12037107,11193951,36297400
2013,Duke University,NCAA Division I-A,25243479,3116085,79645699
2013,East Carolina University,NCAA Division I-A,9960084,10552293,37598766
2013,Eastern Michigan University,NCAA Division I-A,5553280,6461186,23706782
2013,Elon University,NCAA Division I-A,4586224,6288885,21096951
2013,Florida Atlantic University,NCAA Division I-A,8436120,5665862,21991245
2013,Florida International University,NCAA Division I-A,7155157,10953014,28104059
2013,Florida State University,NCAA Division I-A,57389055,16476079,104420339
2013,Georgia Institute of Technology-Main Campus,NCAA Division I-A,34306164,12525883,55526101
2013,Georgia Southern University,NCAA Division I-A,4571659,1953007,13976293
2013,Georgia State University,NCAA Division I-A,6132435,8814312,23415660
2013,Indiana University-Bloomington,NCAA Division I-A,26237689,33669951,83623994
2013,Iowa State University,NCAA Division I-A,30968258,24756722,68170381
2013,Kansas State University,NCAA Division I-A,32729335,29973245,72087818
2013,Kent State University at Kent,NCAA Division I-A,5756090,6938738,24188900
2013,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,87867268,25922382,132828429
2013,Louisiana Tech University,NCAA Division I-A,6232317,2871709,17483342
2013,Marshall University,NCAA Division I-A,8643638,7982887,26818980
2013,Miami University-Oxford,NCAA Division I-A,7188385,7004205,28393215
2013,Michigan State University,NCAA Division I-A,52793124,7644046,86586155
2013,Middle Tennessee State University,NCAA Division I-A,9040369,6470387,26845205
2013,Mississippi State University,NCAA Division I-A,27140807,11533637,59655385
2013,New Mexico State University-Main Campus,NCAA Division I-A,7007906,7422859,25732922
2013,North Carolina State University at Raleigh,NCAA Division I-A,38020861,9867850,70500811
2013,Northern Illinois University,NCAA Division I-A,8313117,4767228,23547858
2013,Northwestern University,NCAA Division I-A,31483008,21466304,68259760
2013,Ohio State University-Main Campus,NCAA Division I-A,65773860,42114502,143718564
2013,Ohio University-Main Campus,NCAA Division I-A,8416929,7227650,27720000
2013,Oklahoma State University-Main Campus,NCAA Division I-A,48635619,27843804,92729413
2013,Old Dominion University,NCAA Division I-AA,8939298,13279523,37504701
2013,Oregon State University,NCAA Division I-A,28325249,20097026,67033751
2013,Pennsylvania State University-Main Campus,NCAA Division I-A,68018381,21559631,117590993
2013,Purdue University-Main Campus,NCAA Division I-A,19785663,37885823,74465440
2013,Rice University,NCAA Division I-A,11542483,5670166,34822708
2013,Rutgers University-New Brunswick,NCAA Division I-A,20812200,25037350,70133960
2013,San Diego State University,NCAA Division I-A,11832446,12031544,44290077
2013,San Jose State University,NCAA Division I-A,6668473,8658106,26744375
2013,Southern Methodist University,NCAA Division I-A,12937923,11808362,49657375
2013,Stanford University,NCAA Division I-A,36745030,42499695,110240490
2013,Syracuse University,NCAA Division I-A,38532172,2033653,87647822
2013,Temple University,NCAA Division I-A,12891820,9449655,38600086
2013,Texas A & M University-College Station,NCAA Division I-A,57723769,13362268,90004532
2013,Texas Christian University,NCAA Division I-A,40451397,7334618,77068398
2013,Texas State University,NCAA Division I-A,6049470,18116479,32258077
2013,Texas Tech University,NCAA Division I-A,38260292,18368523,66267783
2013,The University of Alabama,NCAA Division I-A,94990345,31944983,152588651
2013,The University of Tennessee-Knoxville,NCAA Division I-A,70478510,2973371,103542112
2013,The University of Texas at Austin,NCAA Division I-A,112508162,20291957,161035184
2013,The University of Texas at El Paso,NCAA Division I-A,10400483,978820,25369356
2013,The University of Texas at San Antonio,NCAA Division I-A,7263147,10845712,28328850
2013,Troy University,NCAA Division I-A,5795560,3679142,19429980
2013,Tulane University of Louisiana,NCAA Division I-A,6585698,19300290,32059604
2013,University at Buffalo,NCAA Division I-A,6694678,11123843,28880354
2013,University of Akron Main Campus,NCAA Division I-A,6759147,8743370,25846963
2013,University of Alabama at Birmingham,NCAA Division I-A,8980301,9282265,31018623
2013,University of Arizona,NCAA Division I-A,29259647,35169061,97630769
2013,University of Arkansas,NCAA Division I-A,57057801,18997217,96793972
2013,University of California-Berkeley,NCAA Division I-A,33265304,36233586,90262140
2013,University of California-Los Angeles,NCAA Division I-A,30348286,35029605,86426780
2013,University of Central Florida,NCAA Division I-A,21265919,19035851,48505062
2013,University of Cincinnati-Main Campus,NCAA Division I-A,14564560,12483905,43162181
2013,University of Colorado Boulder,NCAA Division I-A,28430272,28780562,64303098
2013,University of Connecticut,NCAA Division I-A,10631609,47658919,71237970
2013,University of Florida,NCAA Division I-A,69252865,36094952,118860545
2013,University of Georgia,NCAA Division I-A,77160814,10570144,103495587
2013,University of Hawaii at Manoa,NCAA Division I-A,9823218,11277837,36880990
2013,University of Houston,NCAA Division I-A,9379867,17725215,39475225
2013,University of Idaho,NCAA Division I-A,5889940,3531027,16343422
2013,University of Illinois at Urbana-Champaign,NCAA Division I-A,30323995,8087301,66915190
2013,University of Iowa,NCAA Division I-A,53624529,37142051,105508954
2013,University of Kansas,NCAA Division I-A,23177772,54839696,97681067
2013,University of Kentucky,NCAA Division I-A,34084413,32823767,92842049
2013,University of Louisiana at Lafayette,NCAA Division I-A,7746097,3745182,19882449
2013,University of Louisiana at Monroe,NCAA Division I-A,4106583,2106092,10813759
2013,University of Louisville,NCAA Division I-A,26515411,20189226,89428348
2013,University of Maryland-College Park,NCAA Division I-A,21716970,26492552,68045216
2013,University of Massachusetts-Amherst,NCAA Division I-A,7820867,9830506,33875916
2013,University of Memphis,NCAA Division I-A,11937359,13216412,45956125
2013,University of Miami,NCAA Division I-A,33528906,22445219,71785978
2013,University of Michigan-Ann Arbor,NCAA Division I-A,91383749,25298142,135869791
2013,University of Minnesota-Twin Cities,NCAA Division I-A,39820826,31881810,100707642
2013,University of Mississippi,NCAA Division I-A,43992194,13158794,68875770
2013,University of Missouri-Columbia,NCAA Division I-A,34058953,12389656,77021785
2013,University of Nebraska-Lincoln,NCAA Division I-A,60164128,18612858,94797692
2013,University of Nevada-Las Vegas,NCAA Division I-A,8338961,7615711,34837589
2013,University of Nevada-Reno,NCAA Division I-A,6387849,7729389,25458261
2013,University of New Mexico-Main Campus,NCAA Division I-A,8025004,6692816,32172723
2013,University of North Carolina at Chapel Hill,NCAA Division I-A,33261045,15184785,79845782
2013,University of North Carolina at Charlotte,NCAA Division I-AA,4704277,7572129,21995723
2013,University of North Texas,NCAA Division I-A,9125716,10071066,29415940
2013,University of Notre Dame,NCAA Division I-A,80558922,24578254,114843522
2013,University of Oklahoma-Norman Campus,NCAA Division I-A,71370051,39715187,129220692
2013,University of Oregon,NCAA Division I-A,55982658,12518531,81546443
2013,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,28226861,10042031,66089664
2013,University of South Alabama,NCAA Division I-A,7159113,4431349,20607041
2013,University of South Carolina-Columbia,NCAA Division I-A,55615454,28605754,98439097
2013,University of South Florida-Main Campus,NCAA Division I-A,13890357,27451710,48383928
2013,University of Southern California,NCAA Division I-A,44841874,32691766,106528649
2013,University of Southern Mississippi,NCAA Division I-A,7395942,4972754,20789759
2013,University of Toledo,NCAA Division I-A,7393246,6424272,23868437
2013,University of Tulsa,NCAA Division I-A,10008201,5912699,33974933
2013,University of Utah,NCAA Division I-A,36850739,13920177,59005590
2013,University of Virginia-Main Campus,NCAA Division I-A,28225141,28417158,80983121
2013,University of Washington-Seattle Campus,NCAA Division I-A,67725952,14488563,100275186
2013,University of Wisconsin-Madison,NCAA Division I-A,47284723,44821542,124928916
2013,University of Wyoming,NCAA Division I-A,9626099,13939876,31128446
2013,Utah State University,NCAA Division I-A,6273541,11055904,25140675
2013,Vanderbilt University,NCAA Division I-A,24975402,10618089,63724520
2013,Virginia Polytechnic Institute and State University,NCAA Division I-A,43371487,12862513,73015503
2013,Wake Forest University,NCAA Division I-A,18690208,16054157,56247495
2013,Washington State University,NCAA Division I-A,26994998,21374874,60727273
2013,West Virginia University,NCAA Division I-A,18606609,34547629,77626819
2013,Western Kentucky University,NCAA Division I-A,7786215,9152149,27715961
2013,Western Michigan University,NCAA Division I-A,7335761,7585667,26949598
2014,Appalachian State University,NCAA Division I-A,5947165,7168312,22237056
2014,Arizona State University-Tempe,NCAA Division I-A,49016140,19910237,83706393
2014,Arkansas State University-Main Campus,NCAA Division I-A,6501109,2883757,15980187
2014,Auburn University,NCAA Division I-A,86742256,25781661,126647970
2014,Ball State University,NCAA Division I-A,7061205,7314922,25495670
2014,Baylor University,NCAA Division I-A,35575376,34373965,106078643
2014,Boise State University,NCAA Division I-A,20206989,7364148,35992446
2014,Boston College,NCAA Division I-A,27232643,14651532,69300736
2014,Bowling Green State University-Main Campus,NCAA Division I-A,6574521,4783076,21823056
2014,Brigham Young University-Provo,NCAA Division I-A,19902453,16058345,59032406
2014,California State University-Fresno,NCAA Division I-A,13552228,14992912,41376278
2014,Central Michigan University,NCAA Division I-A,6971102,11666140,28651564
2014,Clemson University,NCAA Division I-A,43959747,18147716,76979261
2014,Colorado State University-Fort Collins,NCAA Division I-A,13002269,10212539,37223186
2014,Duke University,NCAA Division I-A,32407399,2521305,91688202
2014,East Carolina University,NCAA Division I-A,12299240,18838507,48743915
2014,Eastern Michigan University,NCAA Division I-A,6291437,6045433,24757152
2014,Elon University,NCAA Division I-A,4886183,6748389,23144739
2014,Florida Atlantic University,NCAA Division I-A,7659353,6159127,23756677
2014,Florida International University,NCAA Division I-A,9157416,9010279,28179670
2014,Florida State University,NCAA Division I-A,70321194,21912002,121319469
2014,Georgia Institute of Technology-Main Campus,NCAA Division I-A,41124340,15853080,65304486
2014,Georgia Southern University,NCAA Division I-A,4777968,4554689,15820150
2014,Georgia State University,NCAA Division I-A,6664116,10367929,27473620
2014,Indiana University-Bloomington,NCAA Division I-A,27508477,34446048,87265729
2014,Iowa State University,NCAA Division I-A,33074046,19732415,65733110
2014,Kansas State University,NCAA Division I-A,34725916,31939376,76245188
2014,Kent State University at Kent,NCAA Division I-A,5652301,8317492,25680722
2014,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,86312831,35411538,138914636
2014,Louisiana Tech University,NCAA Division I-A,7473142,3618643,21500156
2014,Marshall University,NCAA Division I-A,9038549,7407030,26594087
2014,Miami University-Oxford,NCAA Division I-A,8172656,6858757,30922719
2014,Michigan State University,NCAA Division I-A,59227831,10429051,93878291
2014,Middle Tennessee State University,NCAA Division I-A,9054880,6399953,28319620
2014,Mississippi State University,NCAA Division I-A,31308423,27293021,68150018
2014,New Mexico State University-Main Campus,NCAA Division I-A,6375298,7026045,25442737
2014,North Carolina State University at Raleigh,NCAA Division I-A,39999142,13047873,76839435
2014,Northern Illinois University,NCAA Division I-A,8268043,5608450,25626985
2014,Northwestern University,NCAA Division I-A,31664655,20950468,70028074
2014,Ohio State University-Main Campus,NCAA Division I-A,83547428,56134103,170903135
2014,Ohio University-Main Campus,NCAA Division I-A,8011239,8968437,28709413
2014,Oklahoma State University-Main Campus,NCAA Division I-A,43778793,24618616,85645208
2014,Old Dominion University,NCAA Division I-AA,8709737,14725655,39538893
2014,Oregon State University,NCAA Division I-A,30916950,21950523,72133762
2014,Pennsylvania State University-Main Campus,NCAA Division I-A,71305219,28452174,127930142
2014,Purdue University-Main Campus,NCAA Division I-A,17073335,43506746,75474370
2014,Rice University,NCAA Division I-A,13010450,6424140,37693040
2014,Rutgers University-New Brunswick,NCAA Division I-A,26903695,12303856,65125833
2014,San Diego State University,NCAA Division I-A,12459848,13115692,44834016
2014,San Jose State University,NCAA Division I-A,6490966,8831216,26399998
2014,Southern Methodist University,NCAA Division I-A,16448366,13226419,55349010
2014,Stanford University,NCAA Division I-A,37519312,39565183,109670730
2014,Syracuse University,NCAA Division I-A,41877234,1012194,87175761
2014,Temple University,NCAA Division I-A,14247503,10015258,39888882
2014,Texas A & M University-College Station,NCAA Division I-A,62199166,27924841,110004867
2014,Texas Christian University,NCAA Division I-A,41259536,8672861,80608562
2014,Texas State University,NCAA Division I-A,6320336,18863689,33982759
2014,Texas Tech University,NCAA Division I-A,39266665,19662350,69858256
2014,The University of Alabama,NCAA Division I-A,97023963,31509435,150620199
2014,The University of Tennessee-Knoxville,NCAA Division I-A,94377857,3052719,121837383
2014,The University of Texas at Austin,NCAA Division I-A,121382436,26931873,179555311
2014,The University of Texas at El Paso,NCAA Division I-A,11636472,1381153,28119525
2014,The University of Texas at San Antonio,NCAA Division I-A,8564222,10114076,27119411
2014,Troy University,NCAA Division I-A,6962876,5203689,22106427
2014,Tulane University of Louisiana,NCAA Division I-A,8980759,25256610,41004900
2014,University at Buffalo,NCAA Division I-A,7259746,10729757,29860445
2014,University of Akron Main Campus,NCAA Division I-A,7155103,14325013,32751124
2014,University of Alabama at Birmingham,NCAA Division I-A,6933407,13198602,34427834
2014,University of Arizona,NCAA Division I-A,23115960,36670081,85370219
2014,University of Arkansas,NCAA Division I-A,66179978,28540378,116166428
2014,University of California-Berkeley,NCAA Division I-A,43651316,22980902,85539904
2014,University of California-Los Angeles,NCAA Division I-A,44727001,30839501,96912767
2014,University of Central Florida,NCAA Division I-A,23626498,20509985,51871022
2014,University of Cincinnati-Main Campus,NCAA Division I-A,13821277,11197376,42861532
2014,University of Colorado Boulder,NCAA Division I-A,28313259,30346563,67852236
2014,University of Connecticut,NCAA Division I-A,8308332,48720886,72155789
2014,University of Florida,NCAA Division I-A,74720732,40526239,130772416
2014,University of Georgia,NCAA Division I-A,86719115,14030611,116151279
2014,University of Hawaii at Manoa,NCAA Division I-A,10716179,13555144,41919019
2014,University of Houston,NCAA Division I-A,11306212,20144991,45437943
2014,University of Idaho,NCAA Division I-A,6204214,5080006,18928243
2014,University of Illinois at Urbana-Champaign,NCAA Division I-A,30819615,20790299,74469976
2014,University of Iowa,NCAA Division I-A,52354781,40672553,107404210
2014,University of Kansas,NCAA Division I-A,25986541,57798765,103326170
2014,University of Kentucky,NCAA Division I-A,35495890,48081050,110450933
2014,University of Louisiana at Lafayette,NCAA Division I-A,7953169,4486488,20953370
2014,University of Louisiana at Monroe,NCAA Division I-A,4071730,2115861,11185006
2014,University of Louisville,NCAA Division I-A,36383759,19665685,104325208
2014,University of Maryland-College Park,NCAA Division I-A,30891641,31165378,86863794
2014,University of Massachusetts-Amherst,NCAA Division I-A,7027529,10163979,33121307
2014,University of Memphis,NCAA Division I-A,13376999,8907904,41420631
2014,University of Miami,NCAA Division I-A,38985460,22731899,77724833
2014,University of Michigan-Ann Arbor,NCAA Division I-A,88251525,24431132,132336025
2014,University of Minnesota-Twin Cities,NCAA Division I-A,35772983,46390492,105561601
2014,University of Mississippi,NCAA Division I-A,53399653,15466173,81024639
2014,University of Missouri-Columbia,NCAA Division I-A,37892973,14496107,83943459
2014,University of Nebraska-Lincoln,NCAA Division I-A,60621628,26949090,103763277
2014,University of Nevada-Las Vegas,NCAA Division I-A,8954365,16488711,39926403
2014,University of Nevada-Reno,NCAA Division I-A,8252434,6307429,26224834
2014,University of New Mexico-Main Campus,NCAA Division I-A,7677165,7946076,33278566
2014,University of North Carolina at Chapel Hill,NCAA Division I-A,36050976,17073990,85288270
2014,University of North Carolina at Charlotte,NCAA Division I-AA,5834689,8914311,24985575
2014,University of North Texas,NCAA Division I-A,8348300,9759190,28894552
2014,University of Notre Dame,NCAA Division I-A,86125989,24681775,121260381
2014,University of Oklahoma-Norman Campus,NCAA Division I-A,78737409,40491438,135660070
2014,University of Oregon,NCAA Division I-A,60956894,12378348,85823502
2014,University of Pittsburgh-Pittsburgh Campus,NCAA Division I-A,34089376,12308229,70527488
2014,University of South Alabama,NCAA Division I-A,8548788,4075778,22237737
2014,University of South Carolina-Columbia,NCAA Division I-A,59768622,38365010,113172545
2014,University of South Florida-Main Campus,NCAA Division I-A,10694740,27615059,46895838
2014,University of Southern California,NCAA Division I-A,45886944,32159236,105919366
2014,University of Southern Mississippi,NCAA Division I-A,7631061,5613683,21356348
2014,University of Toledo,NCAA Division I-A,8171693,9098615,27449095
2014,University of Tulsa,NCAA Division I-A,15108680,5511484,40329852
2014,University of Utah,NCAA Division I-A,42931079,11186488,64629551
2014,University of Virginia-Main Campus,NCAA Division I-A,24551003,37949652,87059237
2014,University of Washington-Seattle Campus,NCAA Division I-A,66941640,15758150,103540117
2014,University of Wisconsin-Madison,NCAA Division I-A,44797138,45866745,125790567
2014,University of Wyoming,NCAA Division I-A,11008232,14288259,33823504
2014,Utah State University,NCAA Division I-A,7992075,8623696,27783677
2014,Vanderbilt University,NCAA Division I-A,27409392,12291095,70661736
2014,Virginia Polytechnic Institute and State University,NCAA Division I-A,50387116,12813433,81298133
2014,Wake Forest University,NCAA Division I-A,20797837,15698115,58672116
2014,Washington State University,NCAA Division I-A,32004916,19411402,66143776
2014,West Virginia University,NCAA Division I-A,22510492,34697473,87265473
2014,Western Kentucky University,NCAA Division I-A,7227022,11954381,30212548
2014,Western Michigan University,NCAA Division I-A,8041489,9204937,29505180
2015,Appalachian State University,NCAA Division I-A,6630031,6873714,22402021
2015,Arizona State University-Tempe,NCAA Division I-A,42892151,33878565,92146148
2015,Arkansas State University-Main Campus,NCAA Division I-A,6864360,2654657,17068482
2015,Auburn University,NCAA Division I-A,92537433,32568038,140070592
2015,Ball State University,NCAA Division I-A,7220032,8570133,27226310
2015,Baylor University,NCAA Division I-A,38305937,13542008,90769041
2015,Boise State University,NCAA Division I-A,20321986,8490841,36099264
2015,Boston College,NCAA Division I-A,26991209,16006006,71314082
2015,Bowling Green State University-Main Campus,NCAA Division I-A,6754237,5429006,23719853
2015,Brigham Young University-Provo,NCAA Division I-A,25469619,13855102,62563279
2015,California State University-Fresno,NCAA Division I-A,11381458,12102948,41892171
2015,Central Michigan University,NCAA Division I-A,6274563,13293895,29618926
2015,Clemson University,NCAA Division I-A,45930086,31258570,95800326
2015,Colorado State University-Fort Collins,NCAA Division I-A,13446340,10124587,38150063
2015,Duke University,NCAA Division I-A,31795916,4510789,91971836
2015,East Carolina University,NCAA Division I-A,12264915,13442172,43045337
2015,Eastern Michigan University,NCAA Division I-A,7365900,7244301,28057985
2015,Elon University,NCAA Division I-A,5317063,6683937,24581787
2015,Florida Atlantic University,NCAA Division I-A,7817872,7446020,26706597
2015,Florida International University,NCAA Division I-A,9454845,10034974,28945256
2015,Florida State University,NCAA Division I-A,55708828,23954904,123334314
2015,Georgia Institute of Technology-Main Campus,NCAA Division I-A,43605746,10729689,62360693
2015,Georgia Southern University,NCAA Division I-A,7799526,4280672,18089079
2015,Georgia State University,NCAA Division I-A,6237189,10690454,27778304
2015,Indiana University-Bloomington,NCAA Division I-A,35213709,34078512,93938599
2015,Iowa State University,NCAA Division I-A,41789111,23095217,78355500
2015,Kansas State University,NCAA Division I-A,38447972,29303072,77936660
2015,Kent State University at Kent,NCAA Division I-A,6139482,9928960,27470580
2015,Louisiana State University and Agricultural & Mechanical College,NCAA Division I-A,85741919,39430913,141456764
2015,Louisiana Tech University,NCAA Division I-A,7571143,4474909,21702557
2015,Marshall University,NCAA Division I-A,9277508,9413945,29205925
2015,Miami University-Oxford,NCAA Division I-A,7613028,8187684,32007769
2015,Michigan State University,NCAA Division I-A,64661163,11697874,100914623
2015,Middle Tennessee State University,NCAA Division I-A,10167835,7780513,30518142
2015,Mississippi State University,NCAA Division I-A,35471847,37892017,84564899
2015,New Mexico State University-Main Campus,NCAA Division I-A,7141189,5569122,25106926
2015,North Carolina State University at Raleigh,NCAA Division I-A,39539832,15188861,80225029
2015,Northern Illinois University,NCAA Division I-A,9202985,6428185,27329629
2015,Northwestern University,NCAA Division I-A,36212907,25336433,77906464
2015,Ohio State University-Main Campus,NCAA Division I-A,86646061,56760936,169904847
2015,Ohio University-Main Campus,NCAA Division I-A,9616278,9618969,31882729
2015,Oklahoma State University-Main Campus,NCAA Division I-A,47760618,26364573,90049297
2015,Old Dominion University,NCAA Division I-A,9634722,13689251,39933872
2015,Oregon State University,NCAA Division I-A,32941918,19524260,77667685
2015,Pennsylvania State University-Main Campus,NCAA Division I-A,75462597,25287346,132306528
2015,Purdue University-Main Campus,NCAA Division I-A,18681315,44256274,78517673
2015,Rice University,NCAA Division I-A,11650472,7197904,36788388
2015,Rutgers University-New Brunswick,NCAA Division I-A,25236282,25005927,78845894
2015,San Diego State University,NCAA Division I-A,14253337,8781800,46683110
2015,San Jose State University,NCAA Division I-A,8098929,7942694,27566898
2015,Southern Methodist University,NCAA Division I-A,17267570,11982270,56909290
2015,Stanford University,NCAA Division I-A,43744639,33274629,112036255
2015,Syracuse University,NCAA Division I-A,38152217,884613,82676041
2015,Temple University,NCAA Division I-A,18842502,11734795,50886490
2015,Texas A & M University-College Station,NCAA Division I-A,73700887,37025982,131045968
2015,Texas Christian University,NCAA Division I-A,52009661,9751355,93259382
2015,Texas State University,NCAA Division I-A,7457817,17469788,33912596
2015,Texas Tech University,NCAA Division I-A,42485160,19418942,72750020
2015,The University of Alabama,NCAA Division I-A,103870999,35259271,164005589
2015,The University of Tennessee-Knoxville,NCAA Division I-A,107103765,3103523,135949847
2015,The University of Texas at Austin,NCAA Division I-A,127465311,22267869,182104126
